Industry,State,Year,Measure
Houses of Worship,Washington,2021,25690
Houses of Worship,Washington,2020,12278
Houses of Worship,Washington,2019,20208
Houses of Worship,Washington,2018,21782
Houses of Worship,Washington,2017,14605
Houses of Worship,Washington,2016,21602
Houses of Worship,Washington,2015,26126
Houses of Worship,West Virginia,2020,500
Houses of Worship,West Virginia,2019,1500
Houses of Worship,West Virginia,2018,2000
Houses of Worship,West Virginia,2017,6000
Houses of Worship,West Virginia,2016,1800
Houses of Worship,Wisconsin,2024,15883
Houses of Worship,Wisconsin,2023,33908
Houses of Worship,Wisconsin,2022,10805
Houses of Worship,Wisconsin,2021,2392
Houses of Worship,Wisconsin,2020,17197
Houses of Worship,Wisconsin,2019,50243
Houses of Worship,Wisconsin,2018,14150
Houses of Worship,Wisconsin,2017,20310
Houses of Worship,Wisconsin,2016,31191
Houses of Worship,Wisconsin,2015,18932
Houses of Worship,Wyoming,2024,4613
Houses of Worship,Wyoming,2023,2250
Houses of Worship,Wyoming,2022,500
Houses of Worship,Wyoming,2021,2920
Houses of Worship,Wyoming,2020,1000
Houses of Worship,Wyoming,2019,150
Houses of Worship,Wyoming,2018,591
Houses of Worship,Wyoming,2017,1050
Houses of Worship,Wyoming,2016,10900
Other Religious Buildings,Alabama,2023,250
Other Religious Buildings,Alabama,2022,396
Other Religious Buildings,Alabama,2019,488
Other Religious Buildings,Alabama,2018,2546
Other Religious Buildings,Alabama,2017,173
Other Religious Buildings,Alabama,2016,90
Other Religious Buildings,Alabama,2015,375
Other Religious Buildings,Alaska,2022,120
Other Religious Buildings,Alaska,2019,4053
Other Religious Buildings,Alaska,2018,94
Other Religious Buildings,Alaska,2017,68
Other Religious Buildings,Arizona,2024,192
Other Religious Buildings,Arizona,2023,1707
Other Religious Buildings,Arizona,2022,1000
Other Religious Buildings,Arizona,2021,4690
Other Religious Buildings,Arizona,2019,200
Other Religious Buildings,Arizona,2018,784
Other Religious Buildings,Arizona,2017,1400
Other Religious Buildings,Arkansas,2023,1433
Other Religious Buildings,Arkansas,2021,1023
Other Religious Buildings,Arkansas,2020,6418
Other Religious Buildings,Arkansas,2019,2399
Other Religious Buildings,Arkansas,2018,750
Other Religious Buildings,Arkansas,2017,3082
Other Religious Buildings,Arkansas,2016,750
Other Religious Buildings,California,2024,1725
Other Religious Buildings,California,2023,2724
Other Religious Buildings,California,2022,7014
Other Religious Buildings,California,2021,34723
Other Religious Buildings,California,2020,8638
Other Religious Buildings,California,2019,1476
Other Religious Buildings,California,2018,2332
Other Religious Buildings,California,2017,22963
Other Religious Buildings,California,2016,8868
Other Religious Buildings,California,2015,8956
Other Religious Buildings,Colorado,2020,2323
Other Religious Buildings,Colorado,2017,1051
Other Religious Buildings,Colorado,2016,270
Other Religious Buildings,Colorado,2015,700
Other Religious Buildings,Connecticut,2021,3500
Other Religious Buildings,Connecticut,2017,5680
Other Religious Buildings,Connecticut,2016,2288
Other Religious Buildings,Connecticut,2015,350
Other Religious Buildings,Delaware,2019,624
Other Religious Buildings,Delaware,2016,369
Other Religious Buildings,District of Columbia,2018,6609
Other Religious Buildings,Florida,2024,12163
Other Religious Buildings,Florida,2023,6411
Other Religious Buildings,Florida,2022,6490
Other Religious Buildings,Florida,2021,5342
Other Religious Buildings,Florida,2020,7467
Other Religious Buildings,Florida,2019,5753
Other Religious Buildings,Florida,2018,5758
Other Religious Buildings,Florida,2017,2886
Other Religious Buildings,Florida,2016,6394
Other Religious Buildings,Florida,2015,1661
Other Religious Buildings,Georgia,2023,24854
Other Religious Buildings,Georgia,2022,2512
Other Religious Buildings,Georgia,2021,722
Other Religious Buildings,Georgia,2020,1599
Other Religious Buildings,Georgia,2019,195
Other Religious Buildings,Georgia,2018,1196
Other Religious Buildings,Georgia,2017,2068
Other Religious Buildings,Georgia,2016,300
Other Religious Buildings,Georgia,2015,2939
Other Religious Buildings,Hawaii,2022,234
Other Religious Buildings,Hawaii,2021,13296
Other Religious Buildings,Hawaii,2019,213
Other Religious Buildings,Hawaii,2018,850
Other Religious Buildings,Hawaii,2017,3030
Other Religious Buildings,Hawaii,2016,4380
Other Religious Buildings,Hawaii,2015,29858
Other Religious Buildings,Idaho,2023,756
Other Religious Buildings,Idaho,2022,866
Other Religious Buildings,Idaho,2020,1426
Other Religious Buildings,Idaho,2018,710
Other Religious Buildings,Idaho,2017,4678
Other Religious Buildings,Idaho,2016,150
Other Religious Buildings,Illinois,2023,2222
Other Religious Buildings,Illinois,2022,4924
Other Religious Buildings,Illinois,2021,1604
Other Religious Buildings,Illinois,2019,4282
Other Religious Buildings,Illinois,2018,325
Other Religious Buildings,Illinois,2017,688
Other Religious Buildings,Illinois,2016,1350
Other Religious Buildings,Illinois,2015,563
Other Religious Buildings,Indiana,2022,420
Other Religious Buildings,Indiana,2021,497
Other Religious Buildings,Indiana,2020,530
Other Religious Buildings,Indiana,2018,1217
Other Religious Buildings,Indiana,2017,2083
Other Religious Buildings,Indiana,2016,34414
Other Religious Buildings,Indiana,2015,1131
Other Religious Buildings,Iowa,2021,322
Other Religious Buildings,Iowa,2020,1300
Other Religious Buildings,Iowa,2018,202
Other Religious Buildings,Iowa,2016,1938
Other Religious Buildings,Iowa,2015,156
Other Religious Buildings,Kansas,2023,568
Other Religious Buildings,Kansas,2022,1000
Other Religious Buildings,Kansas,2021,996
Other Religious Buildings,Kansas,2020,3000
Other Religious Buildings,Kansas,2019,300
Other Religious Buildings,Kansas,2018,750
Other Religious Buildings,Kansas,2017,185
Other Religious Buildings,Kansas,2015,375
Other Religious Buildings,Kentucky,2023,908
Other Religious Buildings,Kentucky,2021,1000
Other Religious Buildings,Kentucky,2020,6805
Other Religious Buildings,Kentucky,2019,2435
Other Religious Buildings,Kentucky,2017,2910
Other Religious Buildings,Kentucky,2016,1300
Other Religious Buildings,Kentucky,2015,400
Other Religious Buildings,Louisiana,2024,725
Other Religious Buildings,Louisiana,2023,8959
Other Religious Buildings,Louisiana,2022,7484
Other Religious Buildings,Louisiana,2021,1292
Other Religious Buildings,Louisiana,2020,8314
Other Religious Buildings,Louisiana,2019,2298
Other Religious Buildings,Louisiana,2018,20940
Other Religious Buildings,Louisiana,2017,2753
Other Religious Buildings,Louisiana,2016,1335
Other Religious Buildings,Louisiana,2015,1614
Other Religious Buildings,Maine,2022,943
Other Religious Buildings,Maine,2017,222
Other Religious Buildings,Maine,2015,1255
Other Religious Buildings,Maryland,2023,568
Other Religious Buildings,Maryland,2022,3700
Other Religious Buildings,Maryland,2021,2090
Other Religious Buildings,Maryland,2020,1000
Other Religious Buildings,Maryland,2019,2171
Other Religious Buildings,Maryland,2018,325
Other Religious Buildings,Maryland,2017,300
Other Religious Buildings,Maryland,2016,5029
Other Religious Buildings,Maryland,2015,6924
Other Religious Buildings,Massachusetts,2023,1035
Other Religious Buildings,Massachusetts,2022,1335
Other Religious Buildings,Massachusetts,2021,445
Other Religious Buildings,Massachusetts,2020,21771
Other Religious Buildings,Massachusetts,2019,620
Other Religious Buildings,Massachusetts,2018,1040
Other Religious Buildings,Massachusetts,2017,3973
Other Religious Buildings,Massachusetts,2016,4525
Other Religious Buildings,Massachusetts,2015,1368
Other Religious Buildings,Michigan,2023,2396
Other Religious Buildings,Michigan,2022,1850
Other Religious Buildings,Michigan,2021,3757
Other Religious Buildings,Michigan,2020,500
Other Religious Buildings,Michigan,2019,52
Other Religious Buildings,Michigan,2018,6345
Other Religious Buildings,Michigan,2017,401
Other Religious Buildings,Michigan,2015,1732
Other Religious Buildings,Minnesota,2022,4533
Other Religious Buildings,Minnesota,2021,579
Other Religious Buildings,Minnesota,2020,936
Other Religious Buildings,Minnesota,2019,4336
Other Religious Buildings,Minnesota,2018,3847
Other Religious Buildings,Minnesota,2017,3197
Other Religious Buildings,Minnesota,2016,3111
Other Religious Buildings,Mississippi,2023,743
Other Religious Buildings,Mississippi,2020,250
Other Religious Buildings,Mississippi,2018,3947
Other Religious Buildings,Mississippi,2017,133
Other Religious Buildings,Mississippi,2015,1000
Other Religious Buildings,Missouri,2023,954
Other Religious Buildings,Missouri,2022,20423
Other Religious Buildings,Missouri,2021,400
Other Religious Buildings,Missouri,2020,3434
Other Religious Buildings,Missouri,2019,9450
Other Religious Buildings,Missouri,2016,2150
Other Religious Buildings,Missouri,2015,468
Other Religious Buildings,Montana,2020,761
Other Religious Buildings,Montana,2018,218
Other Religious Buildings,Montana,2017,285
Other Religious Buildings,Montana,2015,73
Other Religious Buildings,Nebraska,2023,15346
Other Religious Buildings,Nebraska,2020,101
Other Religious Buildings,Nebraska,2019,175
Other Religious Buildings,Nebraska,2017,682
Other Religious Buildings,Nebraska,2016,346
Other Religious Buildings,Nevada,2024,9680
Other Religious Buildings,Nevada,2023,165
Other Religious Buildings,Nevada,2022,686
Other Religious Buildings,Nevada,2021,196
Other Religious Buildings,Nevada,2016,2330
Other Religious Buildings,Nevada,2015,287
Other Religious Buildings,New Hampshire,2023,72
Other Religious Buildings,New Hampshire,2021,70
Other Religious Buildings,New Hampshire,2020,139
Other Religious Buildings,New Hampshire,2018,300
Other Religious Buildings,New Hampshire,2016,8110
Other Religious Buildings,New Jersey,2022,1070
Other Religious Buildings,New Jersey,2021,7146
Other Religious Buildings,New Jersey,2019,56
Other Religious Buildings,New Jersey,2018,300
Other Religious Buildings,New Jersey,2017,1335
Other Religious Buildings,New Jersey,2016,2376
Other Religious Buildings,New Mexico,2023,150
Other Religious Buildings,New Mexico,2022,7547
Other Religious Buildings,New Mexico,2019,15664
Other Religious Buildings,New Mexico,2017,1380
Other Religious Buildings,New Mexico,2016,2831
Other Religious Buildings,New Mexico,2015,4350
Other Religious Buildings,New York,2024,241
Other Religious Buildings,New York,2023,855
Other Religious Buildings,New York,2022,1318
Other Religious Buildings,New York,2021,14229
Other Religious Buildings,New York,2020,2226
Other Religious Buildings,New York,2019,3983
Other Religious Buildings,New York,2018,8371
Other Religious Buildings,New York,2017,3981
Other Religious Buildings,New York,2016,5165
Other Religious Buildings,New York,2015,6316
Other Religious Buildings,North Carolina,2023,1404
Other Religious Buildings,North Carolina,2021,189
Other Religious Buildings,North Carolina,2020,716
Other Religious Buildings,North Carolina,2019,1075
Other Religious Buildings,North Carolina,2018,195
Other Religious Buildings,North Carolina,2017,3124
Other Religious Buildings,North Carolina,2016,5000
Other Religious Buildings,North Carolina,2015,136
Other Religious Buildings,North Dakota,2023,1519
Other Religious Buildings,North Dakota,2022,1673
Other Religious Buildings,North Dakota,2020,2472
Other Religious Buildings,North Dakota,2015,782
Other Religious Buildings,Ohio,2024,147
Other Religious Buildings,Ohio,2023,1408
Other Religious Buildings,Ohio,2022,750
Other Religious Buildings,Ohio,2021,386
Other Religious Buildings,Ohio,2020,4414
Other Religious Buildings,Ohio,2019,6505
Other Religious Buildings,Ohio,2018,370
Other Religious Buildings,Ohio,2017,475
Other Religious Buildings,Ohio,2016,5168
Other Religious Buildings,Ohio,2015,1811
Other Religious Buildings,Oklahoma,2021,205
Other Religious Buildings,Oklahoma,2020,6426
Other Religious Buildings,Oklahoma,2019,300
Other Religious Buildings,Oklahoma,2018,300
Other Religious Buildings,Oklahoma,2017,982
Other Religious Buildings,Oklahoma,2015,375
Other Religious Buildings,Oregon,2023,612
Other Religious Buildings,Oregon,2019,3901
Other Religious Buildings,Pennsylvania,2023,608
Other Religious Buildings,Pennsylvania,2022,4258
Other Religious Buildings,Pennsylvania,2021,333
Other Religious Buildings,Pennsylvania,2020,189
Other Religious Buildings,Pennsylvania,2019,27445
Other Religious Buildings,Pennsylvania,2018,62
Other Religious Buildings,Pennsylvania,2017,4732
Other Religious Buildings,Pennsylvania,2016,4100
Other Religious Buildings,Pennsylvania,2015,208
Other Religious Buildings,Rhode Island,2022,1000
Other Religious Buildings,Rhode Island,2020,1000
Other Religious Buildings,Rhode Island,2019,894
Other Religious Buildings,South Carolina,2022,51
Other Religious Buildings,South Carolina,2020,1000
Other Religious Buildings,South Carolina,2019,1100
Other Religious Buildings,South Carolina,2018,450
Other Religious Buildings,South Carolina,2015,1553
Other Religious Buildings,South Dakota,2023,3164
Other Religious Buildings,South Dakota,2019,780
Other Religious Buildings,South Dakota,2018,231
Other Religious Buildings,South Dakota,2016,1867
Other Religious Buildings,South Dakota,2015,1458
Other Religious Buildings,Tennessee,2023,397
Other Religious Buildings,Tennessee,2022,2115
Other Religious Buildings,Tennessee,2021,441
Other Religious Buildings,Tennessee,2020,801
Other Religious Buildings,Tennessee,2019,17572
Other Religious Buildings,Tennessee,2017,500
Other Religious Buildings,Tennessee,2016,13092
Other Religious Buildings,Tennessee,2015,7040
Other Religious Buildings,Texas,2024,463
